edition,year,venue,round,team 1,team 2,score,score_halftime
2010-SOUTH AFRICA,2008,Vaduz.,PRELIMINARY-Europe,Liechtenstein,Germany (Deutschland),0-6,0-1
2010-SOUTH AFRICA,2008,Murcia.,PRELIMINARY-Europe,Spain (España),Bosnia-Herzegovina (Bosna i Hercegovina),1-0,0-0
2010-SOUTH AFRICA,2008,Liège.,PRELIMINARY-Europe,Belgium (België),Estonia (Eesti),3-2,1-0
2010-SOUTH AFRICA,2008,Buenos Aires.,PRELIMINARY-S.America,Argentina,Uruguay,2-1,2-1
2010-SOUTH AFRICA,2009,Seoul.,PRELIMINARY-Asia,South Korea (한국),Saudi Arabia (العربية السعودية),0-0,0-0
2010-SOUTH AFRICA,2009,Bamako.,PRELIMINARY-Africa,Mali,Benin (Bénin),3-1,1-1
2010-SOUTH AFRICA,2009,Athína.,PRELIMINARY-Europe,Greece (Ελλάδα),Luxembourg (Lëtzebuerg),2-1,2-0
2010-SOUTH AFRICA,2009,Vaduz.,PRELIMINARY-Europe,Liechtenstein,Finland (Suomi),1-1,0-0
2010-SOUTH AFRICA,2009,Cardiff.,PRELIMINARY-Europe,Wales (Cymru),Russia (Россия),1-3,0-1
2010-SOUTH AFRICA,2009,Mérida.,PRELIMINARY-Europe,Spain (España),Estonia (Eesti),3-0,1-0
2010-SOUTH AFRICA,2009,Erevan.,PRELIMINARY-Europe,Armenia (Հայաստան),Belgium (België),2-1,1-0
2010-SOUTH AFRICA,2009,Zenica.,PRELIMINARY-Europe,Bosnia-Herzegovina (Bosna i Hercegovina),Turkey (Türkiye),1-1,1-1
2010-SOUTH AFRICA,2009,Andorra la Vella.,PRELIMINARY-Europe,Andorra,Kazakhstan (Қазақстан),1-3,0-3
2010-SOUTH AFRICA,2009,Minsk.,PRELIMINARY-Europe,Belarus (Беларусь),Ukraine (Україна),0-0,0-0
2010-SOUTH AFRICA,2009,København.,PRELIMINARY-Europe,Denmark (Danmark),Hungary (Magyarország),0-1,0-1
2010-SOUTH AFRICA,2008,San_Pedro_Sula.,PRELIMINARY-N/C.America,Honduras,Jamaica,2-0,0-0
2010-SOUTH AFRICA,2009,Rīga.,PRELIMINARY-Europe,Latvia (Latvija),Moldova,3-2,2-1
2010-SOUTH AFRICA,2009,Basel.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Israel (ישראל),0-0,0-0
2010-SOUTH AFRICA,2009,Hannover.,PRELIMINARY-Europe,Germany (Deutschland),Azerbaijan (Azərbaycan),4-0,1-0
2010-SOUTH AFRICA,2009,Serravalle.,PRELIMINARY-Europe,San Marino,Slovenia (Slovenija),0-3,0-1
2010-SOUTH AFRICA,2009,Chorzów.,PRELIMINARY-Europe,Poland (Polska),Slovakia (Slovensko),0-1,0-1
2010-SOUTH AFRICA,2009,Vaduz.,PRELIMINARY-Europe,Liechtenstein,Wales (Cymru),0-2,0-1
2010-SOUTH AFRICA,2009,Hamburg.,PRELIMINARY-Europe,Germany (Deutschland),Finland (Suomi),1-1,0-1
2010-SOUTH AFRICA,2009,Baku.,PRELIMINARY-Europe,Azerbaijan (Azərbaycan),Russia (Россия),1-1,0-1
2010-SOUTH AFRICA,2009,Tallinn.,PRELIMINARY-Europe,Estonia (Eesti),Belgium (België),2-0,1-0
2010-SOUTH AFRICA,2009,Bursa.,PRELIMINARY-Europe,Turkey (Türkiye),Armenia (Հայաստան),2-0,2-0
2010-SOUTH AFRICA,2009,Zenica.,PRELIMINARY-Europe,Bosnia-Herzegovina (Bosna i Hercegovina),Spain (España),2-5,0-2
2010-SOUTH AFRICA,2009,Andorra la Vella.,PRELIMINARY-Europe,Andorra,Ukraine (Україна),0-6,0-1
2010-SOUTH AFRICA,2009,London.,PRELIMINARY-Europe,England,Belarus (Беларусь),3-0,1-0
2010-SOUTH AFRICA,2009,Êrákleion.,PRELIMINARY-Europe,Greece (Ελλάδα),Israel (ישראל),2-1,1-0
2010-SOUTH AFRICA,2007,Kuala Lumpur.,PRELIMINARY-Asia,Malaysia (مليسيا),Bahrain (البحرين),0-0,0-0
2010-SOUTH AFRICA,2009,Praha.,PRELIMINARY-Europe,Czech Republic (Česká Republika),Northern Ireland (Ulster),0-0,0-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,American Samoa,Vanuatu,0-15,0-5
2010-SOUTH AFRICA,2009,Uherské Hradiště.,PRELIMINARY-Europe,Czech Republic (Česká Republika),San Marino,7-0,3-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,New Caledonia (Nouvelle-Calédonie),Cook Islands,3-0,1-0
2010-SOUTH AFRICA,2009,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),Slovenia (Slovenija),1-0,0-0
2010-SOUTH AFRICA,2009,Praha.,PRELIMINARY-Europe,Czech Republic (Česká Republika),Slovakia (Slovensko),1-2,1-1
2010-SOUTH AFRICA,2008,Luanda.,PRELIMINARY-Africa,Angola,Benin (Bénin),3-0,0-0
2010-SOUTH AFRICA,2008,Abuja.,PRELIMINARY-Africa,Nigeria,South Africa (Suid-Afrika),2-0,2-0
2010-SOUTH AFRICA,2009,Blida.,PRELIMINARY-Africa,Algeria (الجزائر),Zambia,1-0,0-0
2010-SOUTH AFRICA,2009,Cotonou.,PRELIMINARY-Africa,Benin (Bénin),Mali,1-1,0-0
2010-SOUTH AFRICA,2009,Accra.,PRELIMINARY-Africa,Ghana,Sudan (السودان),2-0,1-0
2010-SOUTH AFRICA,2009,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Portugal,0-1,0-1
2010-SOUTH AFRICA,2009,Tiranë.,PRELIMINARY-Europe,Albania (Shqipëri),Denmark (Danmark),1-1,0-1
2010-SOUTH AFRICA,2009,TaQali.,PRELIMINARY-Europe,Malta,Sweden (Sverige),0-1,0-0
2010-SOUTH AFRICA,2009,Chişinău.,PRELIMINARY-Europe,Moldova,Greece (Ελλάδα),1-1,0-1
2010-SOUTH AFRICA,2009,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),Slovakia (Slovensko),0-2,0-1
2010-SOUTH AFRICA,2007,Pyongyang.,PRELIMINARY-Asia,North Korea (조선),Mongolia (Монгол Улс),5-1,3-1
2010-SOUTH AFRICA,2007,Taipei.,PRELIMINARY-Asia,Taiwan (台湾),Uzbekistan (Ўзбекистон),0-2,0-0
2010-SOUTH AFRICA,2007,Ashgabat.,PRELIMINARY-Asia,Turkmenistan (Türkmenistan),Cambodia (កម្ពុជា),4-1,1-1
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,Solomon Islands,American Samoa,12-1,5-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,Vanuatu,Samoa,4-0,2-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,Tuvalu,New Caledonia (Nouvelle-Calédonie),0-1,0-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,Solomon Islands,Tonga,4-0,2-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,American Samoa,Samoa,0-7,0-3
2010-SOUTH AFRICA,2009,Rīga.,PRELIMINARY-Europe,Latvia (Latvija),Switzerland (Schweiz / Suisse),2-2,0-1
2010-SOUTH AFRICA,2009,Tel Aviv.,PRELIMINARY-Europe,Israel (ישראל),Luxembourg (Lëtzebuerg),7-0,4-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,Tuvalu,Tahiti,1-1,0-1
2010-SOUTH AFRICA,2009,Maribor.,PRELIMINARY-Europe,Slovenia (Slovenija),Poland (Polska),3-0,2-0
2010-SOUTH AFRICA,2007,Amman.,PRELIMINARY-Asia,Jordan (الأردن),Kyrgyzstan (Кыргызстан),2-0,1-0
2010-SOUTH AFRICA,2007,Doha.,PRELIMINARY-Asia,Qatar (قطر),Sri Lanka (ශ්රී ලංකාව),5-0,2-0
2010-SOUTH AFRICA,2007,Apia.,PRELIMINARY-Oceania,Samoa,Tonga,2-1,1-0
2010-SOUTH AFRICA,2008,Cairo.,PRELIMINARY-Africa,Egypt (مصر),D.R. Congo (R.D. Congo),2-1,0-1
2010-SOUTH AFRICA,2008,Doha.,PRELIMINARY-Asia,Qatar (قطر),China (中国),0-0,0-0
2010-SOUTH AFRICA,2008,Yokohama.,PRELIMINARY-Asia,Japan (日本),Oman (عمان),3-0,2-0
2010-SOUTH AFRICA,2008,Bangkok.,PRELIMINARY-Asia,Thailand (ประเทศไทย),Bahrain (البحرين),2-3,2-2
2010-SOUTH AFRICA,2008,Tashkent.,PRELIMINARY-Asia,Uzbekistan (Ўзбекистон),Australia,0-1,0-1
2010-SOUTH AFRICA,2008,Doha.,PRELIMINARY-Asia,Qatar (قطر),Bahrain (البحرين),1-1,1-0
2010-SOUTH AFRICA,2007,Goa.,PRELIMINARY-Asia,India (भारत),Lebanon (لبنان),2-2,1-0
2010-SOUTH AFRICA,2007,Sanaa.,PRELIMINARY-Asia,Yemen (اليمن),Thailand (ประเทศไทย),1-1,1-1
2010-SOUTH AFRICA,2007,Jakarta.,PRELIMINARY-Asia,Indonesia,Syria (سوريا),1-4,1-3
2010-SOUTH AFRICA,2007,Singapore.,PRELIMINARY-Asia,Singapore (新加坡),Tajikistan (Точикистон),2-0,2-0
2010-SOUTH AFRICA,2007,Hong Kong.,PRELIMINARY-Asia,Hong Kong (香港),Turkmenistan (Türkmenistan),0-0,0-0
2010-SOUTH AFRICA,2008,Bamako.,PRELIMINARY-Africa,Mali,Congo,4-2,3-1
2010-SOUTH AFRICA,2007,Djibouti.,PRELIMINARY-Africa,Djibouti (جيبوتي),Somalia (Soomaaliya),1-0,0-0
2010-SOUTH AFRICA,2007,Bogotá.,PRELIMINARY-S.America,Colombia,Venezuela,1-0,0-0
2010-SOUTH AFRICA,2007,Asunción.,PRELIMINARY-S.America,Paraguay,Ecuador,5-1,2-0
2010-SOUTH AFRICA,2007,Port_Vila.,PRELIMINARY-Oceania,Vanuatu,New Zealand (Aotearoa),1-2,1-0
2010-SOUTH AFRICA,2008,La_Habana.,PRELIMINARY-N/C.America,Cuba,USA,0-1,0-1
2010-SOUTH AFRICA,2008,Lima.,PRELIMINARY-S.America,Peru (Perú),Venezuela,1-0,1-0
2010-SOUTH AFRICA,2008,Bogotá.,PRELIMINARY-S.America,Colombia,Uruguay,0-1,0-1
2010-SOUTH AFRICA,2008,Buenos Aires.,PRELIMINARY-S.America,Argentina,Paraguay,0-1,1-1
2010-SOUTH AFRICA,2008,Paramaribo.,PRELIMINARY-N/C.America,Surinam (Suriname),El Salvador,0-2,0-2
2010-SOUTH AFRICA,2008,Port-au-Prince.,PRELIMINARY-N/C.America,Haiti (Haïti),Costa Rica,1-3,1-1
2010-SOUTH AFRICA,2010,Nelspruit.,GROUP_STAGE,Honduras,Chile,0-1,0-1
2010-SOUTH AFRICA,2007,Buenos Aires.,PRELIMINARY-S.America,Argentina,Bolivia,3-0,1-0
2010-SOUTH AFRICA,2008,Radès.,PRELIMINARY-Africa,Tunisia (تونس),Burkina Faso,1-2,1-0
2010-SOUTH AFRICA,2007,Hong Kong.,PRELIMINARY-Asia,Hong Kong (香港),East Timor (Timor-Leste),8-1,2-0
2010-SOUTH AFRICA,2008,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Mozambique (Moçambique),1-0,0-0
2010-SOUTH AFRICA,2010,Port_Elizabeth.,GROUP_STAGE,Ivory Coast (Côte d’Ivoire),Portugal,0-0,0-0
2010-SOUTH AFRICA,2009,Astana.,PRELIMINARY-Europe,Kazakhstan (Қазақстан),Croatia (Hrvatska),1-2,1-1
2010-SOUTH AFRICA,2010,Bloemfontein.,GROUP_STAGE,Japan (日本),Cameroon (Cameroun),1-0,1-0
2010-SOUTH AFRICA,2010,Johannesburg.,GROUP_STAGE,Brazil (Brasil),North Korea (조선),2-1,0-0
2010-SOUTH AFRICA,2008,Bujumbura.,PRELIMINARY-Africa,Burundi,Seychelles,1-0,0-0
2010-SOUTH AFRICA,2010,Johannesburg.,GROUP_STAGE,Netherlands (Nederland),Denmark (Danmark),2-0,0-0
2010-SOUTH AFRICA,2007,Kuala Lumpur.,PRELIMINARY-Asia,Myanmar (ြမန်မာ),China (中国),0-4,0-4
2010-SOUTH AFRICA,2010,Rustenburg.,GROUP_STAGE,New Zealand (Aotearoa),Slovakia (Slovensko),1-1,0-0
2010-SOUTH AFRICA,2007,Aleppo.,PRELIMINARY-Asia,Iraq (العراق),Pakistan (پاکستان),0-0,0-0
2010-SOUTH AFRICA,2009,Paris.,PRELIMINARY-Europe,France,Austria (Österreich),3-1,2-0
2010-SOUTH AFRICA,2009,Piatra Neamţ.,PRELIMINARY-Europe,Romania (România),Faroe Islands (Føroyar),3-1,1-0
2010-SOUTH AFRICA,2009,Marijampolė.,PRELIMINARY-Europe,Lithuania (Lietuva),Serbia (Србија),2-1,1-0
2010-SOUTH AFRICA,2009,Dublin.,PRELIMINARY-Europe,Ireland (Éire),Montenegro (Црна Гора),0-0,0-0
2010-SOUTH AFRICA,2008,Malabo.,PRELIMINARY-Africa,Equatorial Guinea (Guinea Ecuatorial),Sierra Leone,2-0,0-0
2010-SOUTH AFRICA,2008,Kumasi.,PRELIMINARY-Africa,Ghana,Libya (ليبيا),3-0,1-0
2010-SOUTH AFRICA,2008,Conakry.,PRELIMINARY-Africa,Guinea (Guinée),Zimbabwe,0-0,0-0
2010-SOUTH AFRICA,2008,Monrovia.,PRELIMINARY-Africa,Liberia,Gambia,1-1,0-1
2010-SOUTH AFRICA,2010,Cape Town.,GROUP_STAGE,Italy (Italia),Paraguay,1-1,0-1
2014-BRAZIL,2013,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Gambia,3-0,0-0
2014-BRAZIL,2013,Radès.,PRELIMINARY-Africa,Tunisia (تونس),Sierra Leone,2-1,0-0
2014-BRAZIL,2013,Amsterdam.,PRELIMINARY-Europe,Netherlands (Nederland),Romania (România),4-0,1-0
2014-BRAZIL,2013,San_Pedro_Sula.,PRELIMINARY-N/C.America,Honduras,Mexico (México),2-2,0-1
2014-BRAZIL,2013,Commerce City.,PRELIMINARY-N/C.America,USA,Costa Rica,1-0,1-0
2014-BRAZIL,2013,Dunedin.,PRELIMINARY-Oceania,New Zealand (Aotearoa),New Caledonia (Nouvelle-Calédonie),2-1,1-0
2014-BRAZIL,2013,Papeete.,PRELIMINARY-Oceania,Tahiti,Solomon Islands,2-0,1-0
2014-BRAZIL,2013,Levkosía.,PRELIMINARY-Europe,Cyprus (Κύπρος),Switzerland (Schweiz / Suisse),0-0,0-0
2014-BRAZIL,2013,Tallinn.,PRELIMINARY-Europe,Estonia (Eesti),Andorra,2-0,1-0
2014-BRAZIL,2013,Kigali.,PRELIMINARY-Africa,Rwanda,Mali,1-2,1-0
2014-BRAZIL,2013,Cape Town.,PRELIMINARY-Africa,South Africa (Suid-Afrika),Central African Republic (Centrafrique),2-0,1-0
2014-BRAZIL,2011,Prospect.,PRELIMINARY-N/C.America,Bermuda,Trinidad and Tobago,2-1,0-0
2014-BRAZIL,2014,Salvador.,GROUP_STAGE,Switzerland (Schweiz / Suisse),France,2-5,0-3
2014-BRAZIL,2013,Nürnberg.,PRELIMINARY-Europe,Germany (Deutschland),Kazakhstan (Қазақстан),4-1,3-0
2014-BRAZIL,2013,Kampala.,PRELIMINARY-Africa,Uganda,Liberia,1-0,1-0
2014-BRAZIL,2013,Niamey.,PRELIMINARY-Africa,Niger,Burkina Faso,0-1,0-0
2014-BRAZIL,2013,Harare.,PRELIMINARY-Africa,Zimbabwe,Egypt (مصر),2-4,1-2
2014-BRAZIL,2013,Pointe-Noire.,PRELIMINARY-Africa,Congo,Gabon,1-0,0-0
2014-BRAZIL,2011,Dammam.,PRELIMINARY-Asia,Saudi Arabia (العربية السعودية),Australia,1-3,0-1
2014-BRAZIL,2011,Jakarta.,PRELIMINARY-Asia,Indonesia,Bahrain (البحرين),0-2,0-1
2014-BRAZIL,2011,Doha.,PRELIMINARY-Asia,Qatar (قطر),Iran (ایران),1-1,0-0
2014-BRAZIL,2011,San_Salvador.,PRELIMINARY-N/C.America,Dominican Republic (República Dominicana),Surinam (Suriname),1-1,0-1
2014-BRAZIL,2011,George Town.,PRELIMINARY-N/C.America,Cayman Islands,El Salvador,1-4,0-0
2014-BRAZIL,2011,Bridgetown.,PRELIMINARY-N/C.America,Barbados,Trinidad and Tobago,0-2,0-1
2014-BRAZIL,2011,Georgetown.,PRELIMINARY-N/C.America,Guyana,Bermuda,2-1,0-0
2014-BRAZIL,2011,Managua.,PRELIMINARY-N/C.America,Nicaragua,Panama (Panamá),1-2,1-1
2014-BRAZIL,2011,Gros Islet.,PRELIMINARY-N/C.America,Saint Lucia,Saint Kitts & Nevis,2-4,0-4
2014-BRAZIL,2011,Bayamón.,PRELIMINARY-N/C.America,Puerto Rico,Canada,0-3,0-1
2014-BRAZIL,2011,Belmopan.,PRELIMINARY-N/C.America,Belize,Guatemala,1-2,0-1
2014-BRAZIL,2011,Frederiksted.,PRELIMINARY-N/C.America,US Virgin Islands,Antigua and Barbuda,1-8,0-2
2014-BRAZIL,2011,Willemstad.,PRELIMINARY-N/C.America,Curaçao,Haiti (Haïti),2-4,2-1
2014-BRAZIL,2013,TaQali.,PRELIMINARY-Europe,Malta,Italy (Italia),0-2,0-2
2014-BRAZIL,2013,København.,PRELIMINARY-Europe,Denmark (Danmark),Bulgaria (България),1-1,0-0
2014-BRAZIL,2013,Erevan.,PRELIMINARY-Europe,Armenia (Հայաստան),Czech Republic (Česká Republika),0-3,0-0
2014-BRAZIL,2013,Swansea.,PRELIMINARY-Europe,Wales (Cymru),Croatia (Hrvatska),1-2,1-0
2014-BRAZIL,2013,Novi Sad.,PRELIMINARY-Europe,Serbia (Србија),Scotland,2-0,0-0
2014-BRAZIL,2013,Bruxelles.,PRELIMINARY-Europe,Belgium (België),Macedonia (Македонија),1-0,0-0
2014-BRAZIL,2013,Dublin.,PRELIMINARY-Europe,Ireland (Éire),Austria (Österreich),2-2,2-1
2014-BRAZIL,2013,Paynesville.,PRELIMINARY-Africa,Liberia,Uganda,2-0,1-0
2014-BRAZIL,2013,Franceville.,PRELIMINARY-Africa,Gabon,Congo,0-0,0-0
2014-BRAZIL,2013,Luanda.,PRELIMINARY-Africa,Angola,Senegal (Sénégal),1-1,0-1
2014-BRAZIL,2011,Bridgetown.,PRELIMINARY-N/C.America,Barbados,Guyana,0-2,0-0
2014-BRAZIL,2011,George Town.,PRELIMINARY-N/C.America,Cayman Islands,Surinam (Suriname),0-1,0-0
2014-BRAZIL,2011,San Cristóbal.,PRELIMINARY-N/C.America,Dominican Republic (República Dominicana),El Salvador,1-2,0-1
2014-BRAZIL,2011,Kingstown.,PRELIMINARY-N/C.America,Saint Vincent & The Grenadines,Grenada,2-1,1-0
2014-BRAZIL,2013,Kinshasa.,PRELIMINARY-Africa,D.R. Congo (R.D. Congo),Libya (ليبيا),0-0,0-0
2014-BRAZIL,2013,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Niger,4-0,2-0
2014-BRAZIL,2014,Porto_Alegre.,GROUP_STAGE,South Korea (한국),Algeria (الجزائر),2-4,0-3
2014-BRAZIL,2013,Windhoek.,PRELIMINARY-Africa,Namibia,Malawi (Malaŵi),0-1,0-0
2014-BRAZIL,2013,Vaduz.,PRELIMINARY-Europe,Liechtenstein,Latvia (Latvija),1-1,1-1
2014-BRAZIL,2013,Žilina.,PRELIMINARY-Europe,Slovakia (Slovensko),Lithuania (Lietuva),1-1,1-1
2014-BRAZIL,2013,Zenica.,PRELIMINARY-Europe,Bosnia-Herzegovina (Bosna i Hercegovina),Greece (Ελλάδα),3-1,2-0
2014-BRAZIL,2013,Tel Aviv.,PRELIMINARY-Europe,Israel (ישראל),Portugal,3-3,2-1
2014-BRAZIL,2013,Luxembourg.,PRELIMINARY-Europe,Luxembourg (Lëtzebuerg),Azerbaijan (Azərbaycan),0-0,0-0
2014-BRAZIL,2013,Ljubljana.,PRELIMINARY-Europe,Slovenia (Slovenija),Iceland (Ísland),1-2,1-0
2014-BRAZIL,2013,Serravalle.,PRELIMINARY-Europe,San Marino,England,0-8,0-5
2014-BRAZIL,2011,Antananarivo.,PRELIMINARY-Africa,Madagascar (Madagasikara),Equatorial Guinea (Guinea Ecuatorial),2-1,0-1
2014-BRAZIL,2013,Oslo.,PRELIMINARY-Europe,Norway (Norge),Albania (Shqipëri),0-1,0-0
2014-BRAZIL,2013,Amsterdam.,PRELIMINARY-Europe,Netherlands (Nederland),Estonia (Eesti),3-0,0-0
2014-BRAZIL,2013,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Romania (România),2-2,1-0
2014-BRAZIL,2013,Andorra la Vella.,PRELIMINARY-Europe,Andorra,Turkey (Türkiye),0-2,0-2
2014-BRAZIL,2013,Podgorica.,PRELIMINARY-Europe,Montenegro (Црна Гора),Ukraine (Україна),0-4,0-0
2014-BRAZIL,2013,Chişinău.,PRELIMINARY-Europe,Moldova,Poland (Polska),1-1,1-1
2014-BRAZIL,2011,Kinshasa.,PRELIMINARY-Africa,D.R. Congo (R.D. Congo),Swaziland (Swatini),5-1,1-0
2014-BRAZIL,2013,Warszawa.,PRELIMINARY-Europe,Poland (Polska),Ukraine (Україна),1-3,1-3
2014-BRAZIL,2013,Chişinău.,PRELIMINARY-Europe,Moldova,Montenegro (Црна Гора),0-1,0-0
2014-BRAZIL,2013,Paris.,PRELIMINARY-Europe,France,Georgia (საქართველო),3-1,1-0
2014-BRAZIL,2012,Monastir.,PRELIMINARY-Africa,Tunisia (تونس),Equatorial Guinea (Guinea Ecuatorial),3-1,0-1
2014-BRAZIL,2012,Bakau.,PRELIMINARY-Africa,Gambia,Morocco (المغرب),1-1,1-0
2014-BRAZIL,2012,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d’Ivoire),Tanzania,2-0,1-0
2014-BRAZIL,2012,Kumasi.,PRELIMINARY-Africa,Ghana,Lesotho,7-0,3-0
2014-BRAZIL,2012,Khartoum.,PRELIMINARY-Africa,Sudan (السودان),Zambia,2-0,0-0
2014-BRAZIL,2012,Ouagadougou.,PRELIMINARY-Africa,Burkina Faso,Congo,0-0,0-0
2014-BRAZIL,2012,Nairobi.,PRELIMINARY-Africa,Kenya,Malawi (Malaŵi),0-0,0-0
2014-BRAZIL,2012,Alexandria.,PRELIMINARY-Africa,Egypt (مصر),Mozambique (Moçambique),2-0,0-0
2014-BRAZIL,2012,Blida.,PRELIMINARY-Africa,Algeria (الجزائر),Rwanda,4-0,2-0
2014-BRAZIL,2013,San_José.,PRELIMINARY-N/C.America,Costa Rica,Honduras,1-0,1-0
2014-BRAZIL,2013,Panamá.,PRELIMINARY-N/C.America,Panama (Panamá),Mexico (México),0-0,0-0
2014-BRAZIL,2013,La_Paz.,PRELIMINARY-S.America,Bolivia,Venezuela,1-1,0-0
2014-BRAZIL,2013,Asunción.,PRELIMINARY-S.America,Paraguay,Chile,1-2,0-1
2014-BRAZIL,2011,Dar es Salaam.,PRELIMINARY-Africa,Tanzania,Chad (Tchad / تشاد),0-1,0-0
2014-BRAZIL,2014,Curitiba.,GROUP_STAGE,Honduras,Ecuador,1-2,1-1
2014-BRAZIL,2013,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),Belarus (Беларусь),1-0,0-0
2014-BRAZIL,2013,Buenos Aires.,PRELIMINARY-S.America,Argentina,Colombia,0-0,0-0
2014-BRAZIL,2013,Lima.,PRELIMINARY-S.America,Peru (Perú),Ecuador,1-0,1-0
2014-BRAZIL,2011,Kigali.,PRELIMINARY-Africa,Rwanda,Eritrea (ኤርትራ / إرتريا),3-1,1-0
2014-BRAZIL,2011,Georgetown.,PRELIMINARY-N/C.America,Guyana,Barbados,2-0,1-0
2014-BRAZIL,2011,Bangkok.,PRELIMINARY-Asia,Thailand (ประเทศไทย),Oman (عمان),3-0,2-0
2014-BRAZIL,2011,Tashkent.,PRELIMINARY-Asia,Uzbekistan (Ўзбекистон),Japan (日本),1-1,1-0
2014-BRAZIL,2011,Pyongyang.,PRELIMINARY-Asia,North Korea (조선),Tajikistan (Точикистон),1-0,1-0
2014-BRAZIL,2011,Kuwait.,PRELIMINARY-Asia,Kuwait (الكويت),South Korea (한국),1-1,0-1
2014-BRAZIL,2011,Beirut.,PRELIMINARY-Asia,Lebanon (لبنان),United Arab Emirates (الإمارات العربية المتحدة),3-1,1-1
2014-BRAZIL,2011,Singapore.,PRELIMINARY-Asia,Singapore (新加坡),Iraq (العراق),0-2,0-0
2014-BRAZIL,2011,Amman.,PRELIMINARY-Asia,Jordan (الأردن),China (中国),2-1,0-0
2014-BRAZIL,2011,St._Johns.,PRELIMINARY-N/C.America,Antigua and Barbuda,Curaçao,5-2,2-1
2014-BRAZIL,2011,Port-au-Prince.,PRELIMINARY-N/C.America,Haiti (Haïti),US Virgin Islands,6-0,3-0
2014-BRAZIL,2011,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Saint Vincent & The Grenadines,4-0,2-0
2014-BRAZIL,2011,St._Georges.,PRELIMINARY-N/C.America,Grenada,Belize,0-3,0-2
2014-BRAZIL,2011,Toronto.,PRELIMINARY-N/C.America,Canada,Saint Lucia,4-1,1-1
2014-BRAZIL,2011,Basseterre.,PRELIMINARY-N/C.America,Saint Kitts & Nevis,Puerto Rico,0-0,0-0
2014-BRAZIL,2011,Roseau.,PRELIMINARY-N/C.America,Dominica,Nicaragua,0-2,0-2
2014-BRAZIL,2011,Port_of_Spain.,PRELIMINARY-N/C.America,Trinidad and Tobago,Bermuda,1-0,1-0
2014-BRAZIL,2012,Freetown.,PRELIMINARY-Africa,Sierra Leone,Cape Verde (Cabo Verde),2-1,2-0
2014-BRAZIL,2011,San_Salvador.,PRELIMINARY-N/C.America,El Salvador,Dominican Republic (República Dominicana),3-2,0-0
2014-BRAZIL,2011,Manama.,PRELIMINARY-Asia,Bahrain (البحرين),Qatar (قطر),0-0,0-0
2014-BRAZIL,2011,Maputo.,PRELIMINARY-Africa,Mozambique (Moçambique),Comoros (جزر القمر),4-1,2-0
2014-BRAZIL,2011,Windhoek.,PRELIMINARY-Africa,Namibia,Djibouti (جيبوتي),4-0,2-0
2014-BRAZIL,2011,Pointe-Noire.,PRELIMINARY-Africa,Congo,São Tomé e Príncipe,1-1,0-0
2014-BRAZIL,2011,Mayagüez.,PRELIMINARY-N/C.America,Puerto Rico,Saint Lucia,3-0,1-0
2014-BRAZIL,2011,Prospect.,PRELIMINARY-N/C.America,Barbados,Bermuda,1-2,0-0
2014-BRAZIL,2011,Djibouti.,PRELIMINARY-Africa,Somalia (Soomaaliya),Ethiopia (ኢትዮጵያ),0-0,0-0
2014-BRAZIL,2011,Asunción.,PRELIMINARY-S.America,Paraguay,Ecuador,2-1,0-0
2014-BRAZIL,2011,Montevideo.,PRELIMINARY-S.America,Uruguay,Chile,4-0,2-0
2014-BRAZIL,2011,Barranquilla.,PRELIMINARY-S.America,Colombia,Venezuela,1-1,1-0
2014-BRAZIL,2011,Buenos Aires.,PRELIMINARY-S.America,Argentina,Bolivia,1-1,0-0
2014-BRAZIL,2011,St._Johns.,PRELIMINARY-N/C.America,Antigua and Barbuda,Haiti (Haïti),1-0,0-0
2014-BRAZIL,2011,Frederiksted.,PRELIMINARY-N/C.America,US Virgin Islands,Curaçao,0-3,0-3
2014-BRAZIL,2011,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Grenada,3-0,3-0
2014-BRAZIL,2011,Belmopan.,PRELIMINARY-N/C.America,Belize,Saint Vincent & The Grenadines,1-1,1-1
2014-BRAZIL,2011,Bayamón.,PRELIMINARY-N/C.America,Saint Lucia,Puerto Rico,0-4,0-2
